ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,Contract_Market_Name,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,Open_Interest_Old,Open_Interest_Other,Change_in_Open_Interest_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Prod_Merc_Long_Other,Contract_Units,CFTC_SubGroup_Code,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME
080212080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-12-08 0:00,2008 Report Week 06,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"979,085","232,162","688,904","287,370","56,660","45,823","37,284","873,785","937,405","979,085",0,"-67,928","-48,032","-49,821",100,23.7,70.4,89.2,95.7,100,23.7,70.4,100,0,0,52,63,213,161,52,63,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
080205080732F,SUGAR NO. 11 - ICE FUTURES U.S.,02-05-08 0:00,2008 Report Week 05,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"1,047,013","217,830","692,463","296,616","56,840","86,975","36,302","921,817","987,226","1,047,013",0,"14,238","6,564","12,803",100,20.8,66.1,88,94.3,100,20.8,66.1,100,0,0,55,65,221,167,55,65,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
080129080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/29/2008 12:00:00 AM,2008 Report Week 04,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"1,032,775","221,362","691,786","296,397","54,434","98,065","38,695","915,253","974,423","1,032,775",0,"-49,572","-28,499","-21,555",100,21.4,67,88.6,94.3,100,21.4,67,100,0,0,64,70,233,174,64,70,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
080122080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/22/2008 12:00:00 AM,2008 Report Week 03,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"1,082,347","247,743","719,674","283,045","51,072","115,678","33,992","943,752","995,978","1,082,347",0,"3,124",-882,"-14,941",100,22.9,66.5,87.2,92,100,22.9,66.5,100,0,0,62,70,226,164,62,70,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
080115080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01/15/2008 12:00:00 AM,2008 Report Week 02,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"1,079,223","218,399","757,810","277,444","45,110","146,477","29,445","944,634","1,010,919","1,079,223",0,"91,843","78,522","79,807",100,20.2,70.2,87.5,93.7,100,20.2,70.2,100,0,0,58,66,228,152,58,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
080108080732F,SUGAR NO. 11 - ICE FUTURES U.S.,01-08-08 0:00,2008 Report Week 01,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"987,380","200,712","680,038","241,317","47,734","127,491","25,782","866,112","931,112","987,380",0,"75,645","57,089","73,059",100,20.3,68.9,87.7,94.3,100,20.3,68.9,100,0,0,55,66,219,154,55,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071231080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/31/2007 12:00:00 AM,2007 Report Week 53,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"911,735","199,723","624,666","232,044","46,289","107,929","21,463","809,023","858,053","911,735",0,"49,842","38,982","46,047",100,21.9,68.5,88.7,94.1,100,21.9,68.5,100,0,0,51,67,203,154,51,67,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071224080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/24/2007 12:00:00 AM,2007 Report Week 52,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"861,893","185,655","586,218","246,138","44,444","94,778","21,982","770,041","812,006","861,893",0,"14,974","20,586","27,483",100,21.5,68,89.3,94.2,100,21.5,68,100,0,0,52,66,196,153,52,66,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071218080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12/18/2007 12:00:00 AM,2007 Report Week 51,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"846,919","180,731","560,050","250,605","41,734","89,719","22,845","749,455","784,523","846,919",0,"36,982","32,525","40,534",100,21.3,66.1,88.5,92.6,100,21.3,66.1,100,0,0,56,62,192,152,56,62,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071211080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-11-07 0:00,2007 Report Week 50,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"809,937","168,758","528,435","250,330","38,717","96,428","20,100","716,930","743,989","809,937",0,"25,872","13,697","29,239",100,20.8,65.2,88.5,91.9,100,20.8,65.2,100,0,0,53,54,177,147,53,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071204080732F,SUGAR NO. 11 - ICE FUTURES U.S.,12-04-07 0:00,2007 Report Week 49,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"784,065","185,721","491,015","249,411","37,658","98,072","17,873","703,233","714,750","784,065",0,"20,642","18,528","16,527",100,23.7,62.6,89.7,91.2,100,23.7,62.6,100,0,0,57,53,167,151,57,53,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071127080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/27/2007 12:00:00 AM,2007 Report Week 48,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"763,423","178,499","459,127","240,553","38,038","95,195","17,704","684,705","698,223","763,423",0,"1,270","6,021","4,102",100,23.4,60.1,89.7,91.5,100,23.4,60.1,100,0,0,59,54,172,150,59,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071120080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/20/2007 12:00:00 AM,2007 Report Week 47,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"762,153","170,656","472,107","243,810","37,516","92,648","18,742","678,684","694,121","762,153",0,"1,421","-1,525","-9,657",100,22.4,61.9,89,91.1,100,22.4,61.9,100,0,0,57,54,173,149,57,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071113080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11/13/2007 12:00:00 AM,2007 Report Week 46,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"760,732","180,834","502,434","242,090","36,666","86,381","17,726","680,209","703,778","760,732",0,"-6,507","-3,427","-5,345",100,23.8,66,89.4,92.5,100,23.8,66,100,0,0,57,56,167,153,57,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071106080732F,SUGAR NO. 11 - ICE FUTURES U.S.,11-06-07 0:00,2007 Report Week 45,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"767,239","182,112","526,182","243,453","35,233","85,659","17,275","683,636","709,123","767,239",0,"22,803","33,480","44,152",100,23.7,68.6,89.1,92.4,100,23.7,68.6,100,0,0,55,55,171,143,55,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071030080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/30/2007 12:00:00 AM,2007 Report Week 44,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"744,436","164,000","474,374","227,517","37,401","77,597","28,666","650,156","664,971","744,436",0,"25,513","11,280",6,100,22,63.7,87.3,89.3,100,22,63.7,100,0,0,51,52,167,140,51,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071023080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/23/2007 12:00:00 AM,2007 Report Week 43,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"718,923","156,901","463,245","222,506","36,875","77,843","20,216","638,876","664,965","718,923",0,"38,990","32,848","38,465",100,21.8,64.4,88.9,92.5,100,21.8,64.4,100,0,0,50,49,167,134,50,49,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071016080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10/16/2007 12:00:00 AM,2007 Report Week 42,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"679,933","158,431","421,848","217,166","37,167","60,245","20,159","606,028","626,500","679,933",0,"51,485","43,274","52,917",100,23.3,62,89.1,92.1,100,23.3,62,100,0,0,47,44,159,130,47,44,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071009080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-09-07 0:00,2007 Report Week 41,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"628,448","153,321","375,443","214,798","37,009","31,089","23,476","562,754","573,583","628,448",0,"-2,704","1,716","-5,490",100,24.4,59.7,89.5,91.3,100,24.4,59.7,100,0,0,46,43,145,124,46,43,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
071002080732F,SUGAR NO. 11 - ICE FUTURES U.S.,10-02-07 0:00,2007 Report Week 40,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"631,152","153,615","373,318","214,314","37,057","28,461","31,927","561,038","579,073","631,152",0,"-21,500","-13,762","-14,324",100,24.3,59.1,88.9,91.7,100,24.3,59.1,100,0,0,39,44,139,130,39,44,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070925080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/25/2007 12:00:00 AM,2007 Report Week 39,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"652,652","172,386","380,485","207,994","35,173","27,840","32,052","574,800","593,397","652,652",0,"10,691","4,940","21,454",100,26.4,58.3,88.1,90.9,100,26.4,58.3,100,0,0,47,54,146,140,47,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070918080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09/18/2007 12:00:00 AM,2007 Report Week 38,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"641,961","189,196","328,228","201,753","38,205","26,650","28,320","569,860","571,943","641,961",0,"-24,498","-24,557","-30,693",100,29.5,51.1,88.8,89.1,100,29.5,51.1,100,0,0,52,52,150,143,52,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070911080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-11-07 0:00,2007 Report Week 37,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"666,459","198,437","319,411","181,495","48,778","33,809","29,975","594,417","602,636","666,459",0,-94,"-6,602","-7,346",100,29.8,47.9,89.2,90.4,100,29.8,47.9,100,0,0,57,56,168,153,57,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070904080732F,SUGAR NO. 11 - ICE FUTURES U.S.,09-04-07 0:00,2007 Report Week 36,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"666,553","196,542","329,685","181,820","48,594","33,041","31,441","601,019","609,982","666,553",0,"14,181","10,630","10,268",100,29.5,49.5,90.2,91.5,100,29.5,49.5,100,0,0,52,53,168,154,52,53,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070828080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,08/28/2007 12:00:00 AM,2007 Report Week 35,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"652,372","196,218","329,398","181,158","48,184","34,544","31,163","590,389","599,714","652,372",0,"-4,527","-2,623","-4,278",100,30.1,50.5,90.5,91.9,100,30.1,50.5,100,0,0,51,52,165,154,51,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070821080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,08/21/2007 12:00:00 AM,2007 Report Week 34,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"656,899","211,319","336,663","178,833","32,349","34,892","43,993","593,012","603,992","656,899",0,"-13,418","-16,087","-20,175",100,32.2,51.3,90.3,91.9,100,32.2,51.3,100,0,0,50,53,164,159,50,53,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070814080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,08/14/2007 12:00:00 AM,2007 Report Week 33,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"670,317","224,652","371,812","180,139","31,906","35,258","48,613","609,099","624,167","670,317",0,"-3,220","-11,169","-16,033",100,33.5,55.5,90.9,93.1,100,33.5,55.5,100,0,0,51,55,166,153,51,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070807080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,08-07-07 0:00,2007 Report Week 32,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"673,537","222,471","386,045","178,897","47,153","32,668","40,883","620,268","640,200","673,537",0,"-18,622","-10,810","-19,267",100,33,57.3,92.1,95.1,100,33,57.3,100,0,0,51,56,173,158,51,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070731080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,07/31/2007 12:00:00 AM,2007 Report Week 31,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"692,159","221,782","408,553","180,732","46,648","31,995","44,861","631,078","659,467","692,159",0,"-14,963","3,095","2,826",100,32,59,91.2,95.3,100,32,59,100,0,0,48,55,175,152,48,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070724080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,07/24/2007 12:00:00 AM,2007 Report Week 30,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"707,122","214,658","403,424","185,320","48,043","33,188","50,193","627,983","656,641","707,122",0,"39,582","38,287","42,457",100,30.4,57.1,88.8,92.9,100,30.4,57.1,100,0,0,47,58,173,149,47,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070717080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,07/17/2007 12:00:00 AM,2007 Report Week 29,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"667,540","180,476","347,819","184,759","45,973","35,391","49,501","589,696","614,184","667,540",0,"7,457","-1,605","6,625",100,27,52.1,88.3,92,100,27,52.1,100,0,0,51,60,171,158,51,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070710080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,07-10-07 0:00,2007 Report Week 28,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"660,083","183,244","338,521","184,580","45,507","30,711","47,298","591,301","607,559","660,083",0,"6,715","-1,822","7,314",100,27.8,51.3,89.6,92,100,27.8,51.3,100,0,0,51,59,162,156,51,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070703080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,07-03-07 0:00,2007 Report Week 27,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"653,368","191,871","325,382","181,494","45,398","28,413","47,540","593,123","600,245","653,368",0,"-13,646","-9,641","-9,716",100,29.4,49.8,90.8,91.9,100,29.4,49.8,100,0,0,52,58,164,159,52,58,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070626080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,06/26/2007 12:00:00 AM,2007 Report Week 26,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"667,014","201,649","344,718","179,435","44,638","29,525","44,292","602,764","609,961","667,014",0,"-11,507","-5,653","-9,366",100,30.2,51.7,90.4,91.4,100,30.2,51.7,100,0,0,56,60,175,164,56,60,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070619080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,06/19/2007 12:00:00 AM,2007 Report Week 25,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"678,521","212,275","350,591","182,637","46,523","30,323","38,692","608,417","619,327","678,521",0,"-9,954","-2,811",109,100,31.3,51.7,89.7,91.3,100,31.3,51.7,100,0,0,53,57,164,161,53,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070612080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,06-12-07 0:00,2007 Report Week 24,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"688,475","208,192","357,262","177,137","45,126","30,983","31,045","611,228","619,218","688,475",0,"-64,180","-47,560","-70,014",100,30.2,51.9,88.8,89.9,100,30.2,51.9,100,0,0,59,59,174,161,59,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070605080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,06-05-07 0:00,2007 Report Week 23,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"752,655","254,153","381,747","174,835","48,490","29,367","62,338","658,788","689,232","752,655",0,"-9,737","-25,456","-9,514",100,33.8,50.7,87.5,91.6,100,33.8,50.7,100,0,0,60,59,181,168,60,59,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070529080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,05/29/2007 12:00:00 AM,2007 Report Week 22,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"762,392","277,467","389,114","179,237","49,744","29,477","61,929","684,244","698,746","762,392",0,"6,270","1,687","9,566",100,36.4,51,89.7,91.7,100,36.4,51,100,0,0,55,56,172,161,55,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070522080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,05/22/2007 12:00:00 AM,2007 Report Week 21,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"756,122","273,266","369,984","180,572","49,454","29,077","56,317","682,557","689,180","756,122",0,"18,172","17,702","21,203",100,36.1,48.9,90.3,91.1,100,36.1,48.9,100,0,0,57,54,173,170,57,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070515080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,05/15/2007 12:00:00 AM,2007 Report Week 20,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"737,950","268,618","360,865","187,544","48,959","29,792","53,946","664,855","667,977","737,950",0,"21,594","13,809","12,287",100,36.4,48.9,90.1,90.5,100,36.4,48.9,100,0,0,59,52,171,167,59,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070508080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,05-08-07 0:00,2007 Report Week 19,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"716,356","256,798","363,893","190,372","51,488","34,832","54,221","651,046","655,690","716,356",0,"8,081","13,144","13,375",100,35.8,50.8,90.9,91.5,100,35.8,50.8,100,0,0,56,53,167,169,56,53,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070501080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,05-01-07 0:00,2007 Report Week 18,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"708,275","255,809","364,757","188,916","48,908","33,452","45,700","637,902","642,315","708,275",0,"15,726","11,824","9,684",100,36.1,51.5,90.1,90.7,100,36.1,51.5,100,0,0,53,54,162,161,53,54,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070424080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,04/24/2007 12:00:00 AM,2007 Report Week 17,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"692,549","263,390","370,235","190,612","49,581","30,364","39,529","626,078","632,631","692,549",0,"8,852","18,470","15,285",100,38,53.5,90.4,91.3,100,38,53.5,100,0,0,57,55,165,162,57,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070417080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,04/17/2007 12:00:00 AM,2007 Report Week 16,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"683,697","239,295","360,832","191,549","51,197","29,163","28,239","607,608","617,346","683,697",0,"6,341","7,107","5,223",100,35,52.8,88.9,90.3,100,35,52.8,100,0,0,62,57,173,174,62,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070410080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,04-10-07 0:00,2007 Report Week 15,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"677,356","228,008","339,866","191,709","51,573","29,545","30,486","600,501","612,123","677,356",0,"10,063","5,099","5,567",100,33.7,50.2,88.7,90.4,100,33.7,50.2,100,0,0,60,56,169,174,60,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070403080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,04-03-07 0:00,2007 Report Week 14,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"667,293","213,502","338,301","191,978","49,946","28,035","22,699","595,402","606,556","667,293",0,"12,542","18,816","16,620",100,32,50.7,89.2,90.9,100,32,50.7,100,0,0,61,55,170,168,61,55,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070327080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,03/27/2007 12:00:00 AM,2007 Report Week 13,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"654,751","204,779","338,731","191,851","47,571","27,342","31,053","576,586","589,936","654,751",0,"3,000","-7,222","-4,352",100,31.3,51.7,88.1,90.1,100,31.3,51.7,100,0,0,57,57,168,169,57,57,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070320080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,03/20/2007 12:00:00 AM,2007 Report Week 12,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"651,751","216,422","362,845","191,341","47,260","25,871","28,772","583,808","594,288","651,751",0,"3,927","5,713","-2,353",100,33.2,55.7,89.6,91.2,100,33.2,55.7,100,0,0,57,56,164,161,57,56,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070313080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,03/13/2007 12:00:00 AM,2007 Report Week 11,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"647,824","224,368","397,948","189,294","46,045","22,966","25,941","578,095","596,641","647,824",0,"-2,337","-10,712","-5,997",100,34.6,61.4,89.2,92.1,100,34.6,61.4,100,0,0,52,49,153,144,52,49,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070306080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,03-06-07 0:00,2007 Report Week 10,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"650,161","235,653","408,386","187,307","45,895","21,015","29,797","588,807","602,638","650,161",0,"-18,153","-2,353","4,710",100,36.2,62.8,90.6,92.7,100,36.2,62.8,100,0,0,48,48,149,143,48,48,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070227080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,02/27/2007 12:00:00 AM,2007 Report Week 09,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"668,314","244,474","377,402","182,898","44,002","20,896","27,941","591,160","597,928","668,314",0,"-28,735","-27,245","-20,241",100,36.6,56.5,88.5,89.5,100,36.6,56.5,100,0,0,52,52,156,153,52,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070220080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,02/20/2007 12:00:00 AM,2007 Report Week 08,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"697,049","275,583","394,598","181,087","42,375","18,344","31,567","618,405","618,169","697,049",0,"-5,643","-8,725","-13,600",100,39.5,56.6,88.7,88.7,100,39.5,56.6,100,0,0,56,51,156,157,56,51,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
070213080732F,SUGAR NO. 11 - NEW YORK BOARD OF TRADE,02/13/2007 12:00:00 AM,2007 Report Week 07,SUGAR NO. 11,80732,NYBT,NYC,80,SUGAR,"702,692","285,929","390,510","182,864","39,953","20,737","39,620","627,130","631,769","702,692",0,"-1,306","4,680","7,231",100,40.7,55.6,89.2,89.9,100,40.7,55.6,100,0,0,57,52,161,164,57,52,0,"(CONTRACTS OF 112,000 POUNDS)",A50,SUGAR,FOODSTUFFS/SOFTS,AGRICULTURE
